日期,比赛ID,赛事,北京时间,比赛,原始候选,基本面状态,伤停资料,首发确认,动作,未通过环节,规则版本,快照
2026-09-08,3072963,英联杯,9-9 02:45,伯恩茅斯 vs 林肯城,亚盘意图候选：平衡盘/等待临场确认（低证据）；依据：主队上盘，让球基本稳定，上盘水位0.85，下盘水位0.97，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,1,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3072965,英联杯,9-9 02:45,水晶宫 vs 米德尔斯堡,亚盘意图候选：平衡盘/等待临场确认（低证据）；依据：主队上盘，让球基本稳定，上盘水位0.93，下盘水位0.89，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,1,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3072970,英联杯,9-9 02:45,莱顿东方 vs 布拉德福德,亚盘意图候选：平衡盘/等待临场确认（低证据）；依据：客队上盘，让球基本稳定，上盘水位0.92，下盘水位0.90，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,1,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3072977,英联杯,9-9 02:45,桑德兰 vs 赫尔城,亚盘意图候选：平衡盘/等待临场确认（低证据）；依据：主队上盘，让球基本稳定，上盘水位0.93，下盘水位0.89，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,1,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3074088,希腊杯,9-9 02:45,奥林匹亚科斯 vs 维洛斯NFC,亚盘意图候选：真实示强/阻上（低证据）；依据：主队上盘，让球加深，上盘水位0.98，下盘水位0.78，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,0,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3036327,苏挑杯,9-9 02:45,迪伊银行 vs 科化体育会,亚盘意图候选：诱下/上盘降温（低证据）；依据：客队上盘，让球基本稳定，上盘水位0.94，下盘水位0.76，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,0,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3036329,苏挑杯,9-9 02:45,加迪 vs 东法夫郡,亚盘意图候选：诱下/上盘降温（低证据）；依据：客队上盘，让球基本稳定，上盘水位0.97，下盘水位0.73，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,0,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3036330,苏挑杯,9-9 02:45,克莱德班克 vs 艾洛亚,亚盘意图候选：阻上/降温保护（低证据）；依据：客队上盘，让球基本稳定，上盘水位1.03，下盘水位0.67，欧赔支持上盘；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,0,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3036331,苏挑杯,9-9 02:45,科夫流浪者 vs 邓巴顿,亚盘意图候选：平衡盘/等待临场确认（低证据）；依据：主队上盘，让球基本稳定，上盘水位0.85，下盘水位0.85，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,0,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3036333,苏挑杯,9-9 02:45,坎伯诺尔德 vs 凯尔蒂赫斯,亚盘意图候选：诱上/阻下（低证据）；依据：客队上盘，让球基本稳定，上盘水位0.78，下盘水位0.92，欧赔削弱上盘；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,0,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3036334,苏挑杯,9-9 02:45,东基尔布莱德 vs 保尼玫瑰,亚盘意图候选：诱上/阻下（低证据）；依据：主队上盘，让球基本稳定，上盘水位0.75，下盘水位0.95，欧赔削弱上盘；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,0,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3036335,苏挑杯,9-9 02:45,爱丁堡 vs 南部女王,亚盘意图候选：平衡盘/等待临场确认（低证据）；依据：客队上盘，让球基本稳定，上盘水位0.85，下盘水位0.85，欧赔支持上盘；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,0,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3036336,苏挑杯,9-9 02:45,埃尔金城 vs 弗雷泽堡,亚盘意图候选：诱上/阻下（低证据）；依据：主队上盘，让球基本稳定，上盘水位0.80，下盘水位0.90，欧赔削弱上盘；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,0,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3036340,苏挑杯,9-9 02:45,彼得黑德 vs 科莱池那库丁,亚盘意图候选：诱上/阻下（低证据）；依据：主队上盘，让球基本稳定，上盘水位0.78，下盘水位0.92，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,0,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3036342,苏挑杯,9-9 02:45,斯巴顿斯 vs 哈密尔顿,亚盘意图候选：诱上/阻下（低证据）；依据：客队上盘，让球基本稳定，上盘水位0.80，下盘水位0.90，欧赔支持上盘；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,0,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3073072,欧冠杯,9-9 03:00,皇家马德里 vs 国际米兰,亚盘意图候选：真实示强/阻上（低证据）；依据：主队上盘，让球加深，上盘水位0.99，下盘水位0.89，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,1,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3073090,欧冠杯,9-9 03:00,波尔图 vs 曼彻斯特城,亚盘意图候选：平衡盘/等待临场确认（低证据）；依据：客队上盘，让球基本稳定，上盘水位0.88，下盘水位1.00，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,1,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3073148,欧冠杯,9-9 03:00,多特蒙德 vs 比利亚雷亚尔,亚盘意图候选：阻上/降温保护（低证据）；依据：主队上盘，让球基本稳定，上盘水位1.04，下盘水位0.84，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,1,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3073162,欧冠杯,9-9 03:00,里尔 vs 皇家贝蒂斯,亚盘意图候选：平衡盘/等待临场确认（低证据）；依据：主队上盘，让球基本稳定，上盘水位0.95，下盘水位0.93，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,1,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3008213,英冠,9-9 03:00,博尔顿 vs 西汉姆联,亚盘意图候选：诱上/阻下（低证据）；依据：客队上盘，让球基本稳定，上盘水位0.79，下盘水位1.09，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,1,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3072974,英联杯,9-9 03:00,米尔沃尔 vs 纽卡斯尔联,亚盘意图候选：平衡盘/等待临场确认（低证据）；依据：客队上盘，让球基本稳定，上盘水位0.95，下盘水位0.87，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,1,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
2026-09-08,3069959,解放者杯,9-9 06:00,弗鲁米嫩塞 vs 普拉腾斯,亚盘意图候选：诱下/上盘降温（低证据）；依据：主队上盘，让球基本稳定，上盘水位1.01，下盘水位0.81，欧赔变化不大；缺伤停、首发、近5场、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定,pending,1,0,不投,双方赛程密度、轮换深度与战意尚未完成结构化核验；独立净胜球模型/Delta及留出校准未接入,asian-risk-v3.2.1-20260908,D:\codex\outputs\football_odds_trader\raw\titan007\20260908\20260908_072956_titan007_odds_snapshot.csv
