日期,赛事,比赛,模拟ID,赛制阶段,市场框架,模拟盘口/价格,模拟方向,虚拟仓位单位,基本面拉力,盘口倾向,Polymarket/交易所情绪,流动性,模拟目的,是否主单,赛果,模拟盈亏单位,过程评级,错误类型,模型更新
2026-09-08,希腊杯,奥林匹亚科斯 vs 维洛斯NFC,20260908-TITAN-3074088-亚盘意图框架-待EV筛选,排名/阶段 希腊超3-希腊超8,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 希腊超3-希腊超8；综合评分 主77/客23；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜5平1负 / 客1胜3平6负；主队 客队/记录: 主3胜4平3负 / 客1胜0平9负；H2H 全部/记录: 主5胜1平0负 / 客0胜1平5负；主客相同/记录: 主5胜1平0负 / 客0胜1平5负,Titan007亚盘 开 0.78/2.25/0.98；即 0.98/2.5/0.78；欧赔 开 1.1/7.84/16.9；即 1.13/6.95/15.2；去水 主80.8%/平13.1%/客6.0%；返还率91.4%；大小球 开 0.82/3.25/0.94；即 0.82/3.25/0.94；亚盘意图候选：真实示强/阻上（中证据）；依据：主队上盘，让球加深，上盘水位0.98，下盘水位0.78，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,苏挑杯,东基尔布莱德 vs 保尼玫瑰,20260908-TITAN-3036334-亚盘意图框架-待EV筛选,排名/阶段 苏甲6-,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 苏甲6-；综合评分 主50/客50；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜1平4负 / 客6胜1平3负；主队 客队/记录: 主9胜0平1负 / 客5胜3平2负；H2H 全部/记录: 主2胜1平3负 / 客3胜1平2负；主客相同/记录: 主2胜0平2负 / 客2胜0平2负,Titan007亚盘 开 0.75/1.25/0.95；即 0.75/1.25/0.95；欧赔 开 1.39/4.67/5.84；即 1.49/4.64/4.7；去水 主61.0%/平19.6%/客19.4%；返还率91.0%；大小球 开 0.8/3.5/0.9；即 0.85/3.5/0.85；亚盘意图候选：诱上/阻下（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.75，下盘水位0.95，欧赔削弱上盘；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,苏挑杯,克莱德班克 vs 艾洛亚,20260908-TITAN-3036330-亚盘意图框架-待EV筛选,排名/阶段 -苏甲3,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 -苏甲3；综合评分 主59/客41；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主7胜1平2负 / 客4胜4平2负；主队 客队/记录: 主8胜0平2负 / 客4胜1平5负,Titan007亚盘 开 0.75/-1.0/0.95；即 0.67/-1.0/1.03；欧赔 开 3.94/4.37/1.61；即 4.89/4.68/1.48；去水 主18.7%/平19.5%/客61.8%；返还率91.4%；大小球 开 0.85/3.0/0.85；即 0.85/3.0/0.85；亚盘意图候选：阻上/降温保护（中证据）；依据：客队上盘，让球基本稳定，上盘水位1.03，下盘水位0.67，欧赔支持上盘；缺伤停、首发、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,苏挑杯,加迪 vs 东法夫郡,20260908-TITAN-3036329-亚盘意图框架-待EV筛选,排名/阶段 苏乙1-苏甲5,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 苏乙1-苏甲5；综合评分 主58/客42；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜1平4负 / 客2胜6平2负；主队 客队/记录: 主8胜1平1负 / 客0胜7平3负；H2H 全部/记录: 主3胜0平3负 / 客3胜0平3负；主客相同/记录: 主3胜0平3负 / 客3胜0平3负,Titan007亚盘 开 0.73/-0.25/0.97；即 0.73/-0.25/0.97；欧赔 开 2.66/3.41/2.28；即 2.58/3.59/2.27；去水 主35.0%/平25.2%/客39.8%；返还率90.4%；大小球 开 0.78/2.75/0.92；即 0.78/2.75/0.92；亚盘意图候选：诱下/上盘降温（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.97，下盘水位0.73，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,苏挑杯,坎伯诺尔德 vs 凯尔蒂赫斯,20260908-TITAN-3036333-亚盘意图框架-待EV筛选,排名/阶段 -苏乙5,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 -苏乙5；综合评分 主58/客42；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主2胜4平4负 / 客5胜0平5负；主队 客队/记录: 主5胜3平2负 / 客2胜1平7负,Titan007亚盘 开 0.92/-0.75/0.78；即 0.92/-0.75/0.78；欧赔 开 4.16/3.96/1.63；即 3.63/3.9/1.76；去水 主25.0%/平23.3%/客51.6%；返还率90.9%；大小球 开 0.92/3.25/0.78；即 0.92/3.25/0.78；亚盘意图候选：诱上/阻下（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.78，下盘水位0.92，欧赔削弱上盘；缺伤停、首发、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,苏挑杯,埃尔金城 vs 弗雷泽堡,20260908-TITAN-3036336-亚盘意图框架-待EV筛选,排名/阶段 苏乙2-苏高联4,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 苏乙2-苏高联4；综合评分 主55/客45；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜2平4负 / 客5胜2平3负；主队 客队/记录: 主4胜1平5负 / 客7胜0平3负；H2H 全部/记录: 主1胜1平0负 / 客0胜1平1负；主客相同/记录: 主1胜0平0负 / 客0胜0平1负,Titan007亚盘 开 0.8/1.0/0.9；即 0.8/1.0/0.9；欧赔 开 1.53/4.39/4.47；即 1.65/4.61/3.62；去水 主55.1%/平19.7%/客25.1%；返还率91.0%；大小球 开 0.95/3.5/0.75；即 0.95/3.5/0.75；亚盘意图候选：诱上/阻下（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.80，下盘水位0.90，欧赔削弱上盘；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,苏挑杯,彼得黑德 vs 科莱池那库丁,20260908-TITAN-3036340-亚盘意图框架-待EV筛选,排名/阶段 苏甲7-苏高联6,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 苏甲7-苏高联6；综合评分 主53/客47；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜2平4负 / 客5胜3平2负；主队 客队/记录: 主2胜3平5负 / 客6胜2平2负；H2H 全部/记录: 主1胜0平0负 / 客0胜0平1负；主客相同/记录: 主1胜0平0负 / 客0胜0平1负,Titan007亚盘 开 0.78/1.25/0.92；即 0.78/1.25/0.92；欧赔 开 1.37/4.81/6.01；即 1.38/4.92/5.69；去水 主65.7%/平18.4%/客15.9%；返还率90.6%；大小球 开 0.92/3.5/0.78；即 0.92/3.5/0.78；亚盘意图候选：诱上/阻下（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.78，下盘水位0.92，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,苏挑杯,斯巴顿斯 vs 哈密尔顿,20260908-TITAN-3036342-亚盘意图框架-待EV筛选,排名/阶段 苏乙4-苏甲1,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 苏乙4-苏甲1；综合评分 主41/客59；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜4平2负 / 客6胜1平3负；主队 客队/记录: 主1胜6平3负 / 客5胜2平3负,Titan007亚盘 开 0.9/-0.25/0.8；即 0.9/-0.25/0.8；欧赔 开 2.9/4.0/1.96；即 3.12/4.21/1.84；去水 主29.1%/平21.6%/客49.3%；返还率90.8%；大小球 开 0.88/3.0/0.82；即 0.88/3.0/0.82；亚盘意图候选：诱上/阻下（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.80，下盘水位0.90，欧赔支持上盘；缺伤停、首发、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,苏挑杯,爱丁堡 vs 南部女王,20260908-TITAN-3036335-亚盘意图框架-待EV筛选,排名/阶段 苏乙6-苏甲9,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 苏乙6-苏甲9；综合评分 主41/客59；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜2平3负 / 客4胜0平6负；主队 客队/记录: 主5胜1平4负 / 客3胜4平3负；H2H 全部/记录: 主0胜1平5负 / 客5胜1平0负；主客相同/记录: 主0胜1平5负 / 客5胜1平0负,Titan007亚盘 开 0.85/-0.5/0.85；即 0.85/-0.5/0.85；欧赔 开 3.25/3.99/1.83；即 3.75/4.3/1.66；去水 主24.2%/平21.1%/客54.7%；返还率90.8%；大小球 开 0.85/3.0/0.85；即 0.85/3.0/0.85；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.85，下盘水位0.85，欧赔支持上盘；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,苏挑杯,科夫流浪者 vs 邓巴顿,20260908-TITAN-3036331-亚盘意图框架-待EV筛选,排名/阶段 苏甲8-苏乙9,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 苏甲8-苏乙9；综合评分 主66/客34；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主2胜2平6负 / 客3胜1平6负；主队 客队/记录: 主4胜4平2负 / 客0胜3平7负；H2H 全部/记录: 主4胜1平1负 / 客1胜1平4负；主客相同/记录: 主4胜1平0负 / 客0胜1平4负,Titan007亚盘 开 0.85/1.0/0.85；即 0.85/1.0/0.85；欧赔 开 1.53/4.25/4.59；即 1.52/4.69/4.32；去水 主59.7%/平19.3%/客21.0%；返还率90.7%；大小球 开 0.95/3.25/0.75；即 0.95/3.25/0.75；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.85，下盘水位0.85，欧赔变化不大；缺伤停、首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,苏挑杯,迪伊银行 vs 科化体育会,20260908-TITAN-3036327-亚盘意图框架-待EV筛选,排名/阶段 苏高联7-苏乙7,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 苏高联7-苏乙7；综合评分 主63/客37；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜3平4负 / 客3胜2平5负；主队 客队/记录: 主6胜2平2负 / 客1胜4平5负,Titan007亚盘 开 0.76/-0.25/0.94；即 0.76/-0.25/0.94；欧赔 开 2.66/3.52/2.24；即 2.58/3.63/2.25；去水 主35.0%/平24.9%/客40.1%；返还率90.3%；大小球 开 0.95/3.25/0.75；即 0.95/3.25/0.75；亚盘意图候选：诱下/上盘降温（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.94，下盘水位0.76，欧赔变化不大；缺伤停、首发、H2H、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英冠,南安普敦 vs 斯旺西,20260908-TITAN-3008219-亚盘意图框架-待EV筛选,排名/阶段 8-1,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 8-1；综合评分 主62/客38；伤停 主[3 曼宁(后卫)-未知的损伤、2 基辛拉斯姆森(后卫)-膝关节损伤、10 阿扎兹(中场)-未知的损伤、20 C·扬德尔(...] / 客[15 伯吉斯(后卫)-跟腱断裂、0 G.佛朗哥(中场)-受伤、31 斯特沃德(中锋)-受伤]；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜4平2负 / 客5胜3平2负；主队 客队/记录: 主6胜3平1负 / 客5胜2平3负；H2H 全部/记录: 主4胜2平0负 / 客0胜2平4负；主客相同/记录: 主4胜2平0负 / 客0胜2平4负,Titan007亚盘 开 0.9/0.5/0.98；即 0.87/0.5/1.01；欧赔 开 1.87/3.66/3.87；即 1.84/3.64/3.93；去水 主50.7%/平25.6%/客23.7%；返还率93.2%；大小球 开 1.0/2.75/0.87；即 1.0/2.75/0.87；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.87，下盘水位1.01，欧赔变化不大；缺首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英冠,卡迪夫城 vs 斯托克城,20260908-TITAN-3008218-亚盘意图框架-待EV筛选,排名/阶段 22-14,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 22-14；综合评分 主57/客43；伤停 主[0 W.费什(后卫)-受伤、12 钱伯斯(后卫)-受伤、48 D.劳勒(后卫)-受伤] / 客[22 查马德.J(后卫)-膝关节损伤、20 加拉格尔(前锋)-受伤、6 英格尔森(中场)-受伤、23 吉布森(后卫)-受...]；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜3平4负 / 客3胜1平6负；主队 客队/记录: 主4胜3平3负 / 客0胜1平9负；H2H 全部/记录: 主1胜4平1负 / 客1胜4平1负；主客相同/记录: 主3胜2平1负 / 客1胜2平3负,Titan007亚盘 开 0.89/0.25/0.99；即 0.88/0.25/1.0；欧赔 开 2.13/3.64/3.11；即 2.14/3.59/3.07；去水 主43.6%/平26.0%/客30.4%；返还率93.3%；大小球 开 1.01/3.0/0.86；即 1.01/3.0/0.86；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.88，下盘水位1.00，欧赔变化不大；缺首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英冠,布莱克本 vs 谢菲尔德联队,20260908-TITAN-3008212-亚盘意图框架-待EV筛选,排名/阶段 17-16,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 17-16；综合评分 主36/客64；伤停 主[16 沃顿(后卫)-跟腱问题、11 奥古斯都·卡尔博(前锋)-腿筋受伤、12 米勒(后卫)-跟腱断裂、29 约根森(前锋...] / 客[16 沙克尔顿(后卫)-脚伤、38 费米·塞里基(后卫)-膝关节损伤、19 陈达毅(前锋)-受伤、26 温(前锋)-受伤...]；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜3平4负 / 客4胜3平3负；主队 客队/记录: 主2胜4平4负 / 客5胜3平2负；H2H 全部/记录: 主1胜1平4负 / 客4胜1平1负；主客相同/记录: 主2胜0平4负 / 客4胜0平2负,Titan007亚盘 开 0.91/-0.25/0.97；即 0.83/-0.25/1.05；欧赔 开 2.97/3.39/2.3；即 2.96/3.38/2.27；去水 主31.4%/平27.5%/客41.0%；返还率93.1%；大小球 开 0.93/2.5/0.94；即 0.93/2.5/0.94；亚盘意图候选：阻上/降温保护（中证据）；依据：客队上盘，让球基本稳定，上盘水位1.05，下盘水位0.83，欧赔变化不大；缺首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
2026-09-08,英冠,沃特福德 vs 普雷斯顿,20260908-TITAN-3008216-亚盘意图框架-待EV筛选,排名/阶段 18-23,亚盘意图框架-待EV筛选,已读取亚盘/欧赔/大小球即时快照；亚盘投注由标签历史+微观组合+水位阈值+同档否决+风控漏斗决定,待标签/微观/水位框架筛选,0,主客排名/阶段 18-23；综合评分 主52/客48；伤停 主[26 巴赫曼(守门员)-未知的损伤、1 F·拉瓦利亚(守门员)-腰痛、23 奥马尔·特拉奥雷(后卫)-受伤、0 格里夫斯...] / 客[0 卡罗尔(前腰)-脚踝损伤、0 波茨(中场)-受伤、8 A.麦卡恩(中场)-受伤、16 休斯(后卫)-疑似伤病]；首发未接入/待赛前1小时核；近况 全部/记录: 主2胜2平6负 / 客2胜1平7负；主队 客队/记录: 主3胜3平4负 / 客2胜2平6负；H2H 全部/记录: 主1胜3平2负 / 客2胜3平1负；主客相同/记录: 主1胜4平1负 / 客1胜4平1负,Titan007亚盘 开 1.06/0.5/0.82；即 1.06/0.5/0.82；欧赔 开 2.05/3.43/3.48；即 2.09/3.38/3.33；去水 主44.5%/平27.5%/客27.9%；返还率93.1%；大小球 开 0.94/2.5/0.93；即 0.94/2.5/0.93；亚盘意图候选：阻上/降温保护（中证据）；依据：主队上盘，让球基本稳定，上盘水位1.06，下盘水位0.82，欧赔变化不大；缺首发、PM/必发资金流；资金流未验证：沿用亚盘EV框架（无PM/必发匹配）；亚盘下注由EV漏斗决定；PM/必发/BTTS缺口只作证据折扣；亚盘按标签+微观+水位+同档+风控判断,资金流未验证：沿用亚盘EV框架（无PM/必发匹配）,Titan价格流；PM/必发/BTTS未匹配；资金流未验证不改变亚盘EV流程,严格按skill：展示盘口快照和球探详情；PM/必发/BTTS缺口只禁止对应市场主单，亚盘按标签+微观+水位+同档+风控漏斗判断,否,待赛,不计,NA,亚盘EV待筛选,本次更新已重新读取即时盘口；亚盘方向由HTML红框EV漏斗给出；无投注数据时沿用原亚盘EV框架，有Chuqi/必发匹配时按资金流验证矩阵审计
